formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
4	C13H13NO5	[M + H3N + H]+	C13H17N2O5+	Alkaloids	0.801	Nicotinic acid alkaloids	0.332	Pyridine alkaloids	0.330	Benzenoids	0.706							Benzenoids	0.706	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	281.115	176	2.939	860778047346057627	860777665794390872	860777665794390871	786	
1	C20H34O	[M + H3N + H]+	C20H38NO+	Fatty acids	0.807	Fatty acyls	0.387	Unsaturated fatty acids	0.257	Lipids and lipid-like molecules	0.895	Fatty Acyls	0.556					Fatty Acyls	0.556	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	308.294	177	2.952	860778040165407517	860777665454652208	860777665450457903	776	
1	C25H45NO2	[M + H3N + H]+	C25H49N2O2+	Fatty acids	0.997	Fatty amides	0.968	N-acyl ethanolamines (endocannabinoids)	0.378	Lipids and lipid-like molecules	0.965	Fatty Acyls	0.941	Fatty amides	0.949	N-acyl amines	0.891	N-acyl amines	0.891	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	409.379	178	2.974	860778043378245298	860777665525955384	860777665521761079	778	
1	C35H67NO2	[M + H3N + H]+	C35H71N2O2+	Fatty acids	1.000	Fatty amides	0.994	N-acyl ethanolamines (endocannabinoids)	0.689	Lipids and lipid-like molecules	0.934	Fatty Acyls	0.916	Fatty amides	0.915	N-acyl amines	0.838	N-acyl amines	0.838	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	551.551	179	2.977	860778050034607152	860777665593064256	860777665593064255	780	
1	C28H47NO3	[M + H3N + H]+	C28H51N2O3+	Alkaloids	0.609	Pseudoalkaloids (transamidation)	0.642	Open-chain polyketides	0.379	Lipids and lipid-like molecules	0.645							Lipids and lipid-like molecules	0.645	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	463.387	179	2.978	860778004270550965	860777665626618692	860777665626618691	781	
1	C26H35NO8	[M + H3N + H]+	C26H39N2O8+	Amino acids and Peptides	0.678	Macrolides	0.759	3-Spirotetramic acids	0.253	Lipids and lipid-like molecules	0.575							Lipids and lipid-like molecules	0.575	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	507.271	179	2.984	860778021181986882	860777665693727564	860777665693727563	783	
2	C45H80N10O12	[M + K]+	C45H80KN10O12+	Amino acids and Peptides	0.975	Oligopeptides	0.982	Linear peptides	0.633	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.957	Peptides	0.779	Peptides	0.779	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	991.554	179	2.987	860778220302393095	860777665727282000	860777665723087695	784	
1	C26H45NO2	[M + H3N + H]+	C26H49N2O2+	Fatty acids	0.998	Fatty amides	0.968	N-acyl amines	0.366	Lipids and lipid-like molecules	0.888	Fatty Acyls	0.877	Fatty amides	0.891	N-acyl amines	0.845	N-acyl amines	0.845	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	421.379	180	3.005	860778041234955367	860777665827945308	860777665827945307	787	
1	C27H52N2O3	[M + Na]+	C27H52N2NaO3+	Alkaloids	0.635	Linear polyketides	0.334	Open-chain polyketides	0.258	Organic acids and derivatives	0.980	Carboxylic acids and derivatives	0.969	Amino acids, peptides, and analogues	0.771	Amino acids and derivatives	0.767	Amino acids and derivatives	0.767	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Methyl esters; Vinylogous amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	475.387	180	3.008	860778044485541755	860777665861499744	860777665861499743	788	
1	C36H71O8P	[M + H]+	C36H72O8P+	Terpenoids	0.565	Diterpenoids	0.283	Prenyl quinone meroterpenoids	0.061	Benzenoids	0.515							Benzenoids	0.515	Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	663.493	181	3.010	860778038798064051	860777665995717488	860777665995717487	792	
1	C29H55N3O3	[M + H3N + H]+	C29H59N4O3+	Fatty acids	0.998	Fatty amides	0.957	N-acyl amines	0.226	Lipids and lipid-like molecules	0.956	Fatty Acyls	0.930	Fatty amides	0.897	N-acyl amines	0.861	N-acyl amines	0.861	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	511.458	181	3.011	860778003465244408	860777665895054180	860777665895054179	789	
5	C26H35NO7S	[M + H3N + H]+	C26H39N2O7S+	Polyketides	0.592	Macrolides	0.927	Polyene macrolides	0.222	Organic acids and derivatives	0.909	Carboxylic acids and derivatives	0.685	Carboxylic acid derivatives	0.615	Carboxylic acid esters	0.595	Carboxylic acid esters	0.595	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	523.246	181	3.011	860778040303819653	860777665962163052	860777665962163051	791	
1	C36H71O8P	[M - H2O + H]+	C36H70O7P+	Polyketides	0.789	Linear polyketides	0.603	Open-chain polyketides	0.609	Lipids and lipid-like molecules	0.660	Fatty Acyls	0.568					Fatty Acyls	0.568	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	645.482	181	3.017	860778054572844659	860777666096380796	860777666096380795	795	
1	C26H35NO8	[M + H3N + H]+	C26H39N2O8+	Amino acids and Peptides	0.704	Macrolides	0.796	3-Spirotetramic acids	0.253	Lipids and lipid-like molecules	0.565							Lipids and lipid-like molecules	0.565	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	507.271	181	3.024	860778041931210022	860777666507422636	860777666507422635	807	
2	C55H75NO14	[M + H3N + H]+	C55H79N2O14+	Polyketides	0.771	Macrolides	0.895	Open-chain polyketides	0.566	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.449	Glycosyl compounds	0.588	Glycosyl compounds	0.588	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	991.555	182	3.038	860778247066248653	860777666473868200	860777666473868199	806	
1	C19H34O3	[M + H]+	C19H35O3+	Fatty acids	0.998	Fatty Acids and Conjugates	0.411	Fatty alcohols	0.158	Lipids and lipid-like molecules	0.988	Fatty Acyls	0.989	Fatty acid esters	0.917	Fatty acid methyl esters	0.748	Fatty acid methyl esters	0.748	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	311.258	184	3.065	860778049812308975	860777666129935232	860777666129935231	796	
2	C33H59NO4	[M + H]+	C33H60NO4+	Fatty acids	0.153	Fatty amides	0.073	N-acyl ethanolamines (endocannabinoids)	0.015	Benzenoids	0.995	Benzene and substituted derivatives	0.962	Phenylpropanes	0.941			Phenylpropanes	0.941	Organic compounds; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	534.452	184	3.067	860778041830546677	860777666167683972	860777666163489667	797	
3	C37H60N6O2	[M + Na]+	C37H60N6NaO2+	Fatty acids	0.988	Fatty amides	0.499	N-acyl amines	0.075	Organic acids and derivatives	0.981	Carboxylic acids and derivatives	0.972	Amino acids, peptides, and analogues	0.609	Amino acids and derivatives	0.598	Amino acids and derivatives	0.598	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.466	184	3.071	860778007709880631	860777666264152976	860777666264152975	800	
1	C10H14O2	[M - H2O + H]+	C10H13O+	Terpenoids	0.807	Sesquiterpenoids	0.260	Jasmonic acids	0.199	Organic acids and derivatives	0.531	Carboxylic acids and derivatives	0.509	Monocarboxylic acids and derivatives	0.540			Monocarboxylic acids and derivatives	0.540	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	149.096	185	3.077	860778015431595296	860777666540977072	860777666536782767	808	
1	C25H42O2	[M + H3N + H]+	C25H46NO2+	Fatty acids	0.498	Fatty Acids and Conjugates	0.281	Unsaturated fatty acids	0.262	Lipids and lipid-like molecules	0.909	Fatty Acyls	0.607					Fatty Acyls	0.607	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	392.352	185	3.077	860778059002030207	860777666201238408	860777666197044103	798	
1	C37H57N5O2	[M + H3N + H]+	C37H61N6O2+	Alkaloids	0.255	Ornithine alkaloids	0.197	Polyamines	0.184	Organic acids and derivatives	0.990	Carboxylic acids and derivatives	0.981	Amino acids, peptides, and analogues	0.810	Amino acids and derivatives	0.804	Amino acids and derivatives	0.804	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	621.484	185	3.083	860778041562111140	860777666301901716	860777666301901715	801	
1	C17H30O	[M + H3N + H]+	C17H34NO+	Fatty acids	0.955	Fatty acyls	0.924	Fatty alcohols	0.771	Lipids and lipid-like molecules	0.766	Fatty Acyls	0.654	Fatty alcohols	0.483	Long-chain fatty alcohols	0.618	Long-chain fatty alcohols	0.618	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	268.264	185	3.087	860778041880878340	860777666331261848	860777666331261847	802	
1	C22H34O	[M + H3N + H]+	C22H38NO+	Fatty acids	0.896	Fatty acyls	0.697	Fatty alcohols	0.168	Lipids and lipid-like molecules	0.814	Fatty Acyls	0.579					Fatty Acyls	0.579	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	332.294	185	3.087	860778011237290786	860777666234792844	860777666234792843	799	
1	C29H40O6	[M + H3N + H]+	C29H44NO6+	Terpenoids	0.645	Diterpenoids	0.182	Tigliane diterpenoids	0.048	Lipids and lipid-like molecules	0.833	Prenol lipids	0.575					Prenol lipids	0.575	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	502.317	185	3.088	860778040182184765	860777666570337204	860777666570337203	809	
1	C26H49N5O8	[M + Na]+	C26H49N5NaO8+	Amino acids and Peptides	0.840	Small peptides	0.757	Tripeptides	0.421	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.992	Amino acids and derivatives	0.991	Carbamate esters	0.908	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbamate esters; Carboxylic acids; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	582.350	186	3.093	860778043734761195	860777666369010588	860777666369010587	803	
1	C19H30O6	[M - H2O + H]+	C19H29O5+	Fatty acids	0.352	Macrolides	0.243	Erythromycins	0.082	Lipids and lipid-like molecules	0.827	Fatty Acyls	0.650					Fatty Acyls	0.650	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	337.201	186	3.094	860778014252995715	860777666880715736	860777666880715735	818	
1	C9H18O5	[M - H2O + H]+	C9H17O4+	Fatty acids	0.990	Fatty Acids and Conjugates	0.956	Hydroxy fatty acids	0.858	Lipids and lipid-like molecules	0.915	Fatty Acyls	0.910	Fatty acids and conjugates	0.830	Medium-chain fatty acids	0.587	Medium-chain fatty acids	0.587	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	189.112	186	3.098	860778004559957997	860777666641640380	860777666641640379	811	
1	C29H40O6	[M + K]+	C29H40KO6+	Terpenoids	0.897	Triterpenoids	0.425	Lanostane, Tirucallane and Euphane triterpenoids	0.024	Lipids and lipid-like molecules	0.873	Prenol lipids	0.731					Prenol lipids	0.731	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	523.246	186	3.098	860778020603172837	860777667052682220	860777667052682219	823	
4	C22H40N6O4S	[M - H2O + H]+	C22H39N6O3S+	Amino acids and Peptides	0.629	Oligopeptides	0.554	Imidazole alkaloids	0.150	Organoheterocyclic compounds	0.904	Biotin and derivatives	0.983					Biotin and derivatives	0.983	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Thiophenes; Thiolanes; Biotin and derivatives; Imidazolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic carbonic acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-acyl amines; Imidazolidinones; Thioethers; Thienoimidazolidines; Secondary carboxylic acid amides; Carbonyl compounds; Azolidines; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	467.280	186	3.101	860778048247833276	860777666977184740	860777666977184739	821	
1	C29H40O6	[M + H]+	C29H41O6+	Terpenoids	0.814	Triterpenoids	0.199	Open-chain polyketides	0.051	Lipids and lipid-like molecules	0.903	Prenol lipids	0.655					Prenol lipids	0.655	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	485.290	186	3.106	860778042900094491	860777666910075868	860777666910075867	819	
1	C30H41NO6	[M + H3N + H]+	C30H45N2O6+	Polyketides	0.546	Macrolides	0.402	Open-chain polyketides	0.159	Lipids and lipid-like molecules	0.511							Lipids and lipid-like molecules	0.511	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	529.328	186	3.108	860778021005826057	860777666058632056	860777666058632055	794	
1	C30H41NO6	[M + H3N + H]+	C30H45N2O6+	Polyketides	0.377	Macrolides	0.234	Open-chain polyketides	0.046	Lipids and lipid-like molecules	0.564							Lipids and lipid-like molecules	0.564	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	529.328	188	3.138	860778018988365634	860777666612280248	860777666612280247	810	
8	C45H71N11O13	[M + H3N + H]+	C45H75N12O13+	Amino acids and Peptides	0.885	Oligopeptides	0.997	Lipopeptides	0.639	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.978	Amino acids and derivatives	0.971	N-acyl-alpha amino acids and derivatives	0.698	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	991.555	188	3.140	860778222948999137	860777667434363928	860777667434363927	834	
1	C24H30O6	[M + H]+	C24H31O6+	Shikimates and Phenylpropanoids	0.709	Lignans	0.915	Neolignans	0.293	Benzenoids	0.951	Phenol ethers	0.654					Phenol ethers	0.654	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organooxygen compounds; Dialkyl ethers; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	415.212	189	3.149	860778093290468734	860777666708749252	860777666708749251	813	
1	C31H44O6	[M + H3N + H]+	C31H48NO6+	Terpenoids	0.458	Meroterpenoids	0.084	Tetraketide meroterpenoids	0.016	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.770	Alkyl aryl ethers	0.711	Alkyl aryl ethers	0.711	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	530.348	189	3.150	860778040819719218	860777666817801168	860777666813606863	816	
2	C38H63NO5	[M + H3N + H]+	C38H67N2O5+	Fatty acids	0.953	Spingolipids	0.420	Ceramides	0.150	Lipids and lipid-like molecules	0.879	Fatty Acyls	0.788	Fatty amides	0.673	N-acyl amines	0.629	N-acyl amines	0.629	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	631.502	189	3.152	860778016077518297	860777666750692296	860777666750692295	814	
1	C24H47NO3	[M + H]+	C24H48NO3+	Fatty acids	1.000	Fatty amides	0.989	N-acyl amines	0.881	Lipids and lipid-like molecules	0.994	Fatty Acyls	0.994	Fatty amides	0.980	N-acyl amines	0.964	N-acyl amines	0.964	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	398.363	190	3.158	860778009790255741	860777666943630304	860777666943630303	820	
