cluster index	parent mass	RTMean	ATTRIBUTE_treatment:GNPSGROUP:nan	ATTRIBUTE_treatment:GNPSGROUP:mock	ATTRIBUTE_treatment:GNPSGROUP:untreated	ATTRIBUTE_treatment:GNPSGROUP:PET	ATTRIBUTE_sample_name:GNPSGROUP:blank	ATTRIBUTE_sample_name:GNPSGROUP:mock	ATTRIBUTE_sample_name:GNPSGROUP:untreated	ATTRIBUTE_sample_name:GNPSGROUP:PET	ATTRIBUTE_sample_name:GNPSGROUP:bk_mapp	component	#Scan#	Compound_Name
204	508.1887303096021	8.880045	0	1025859.56	1009616.7	1046223.3	815744.9	1025859.56	1009616.7	1046223.3	1011666.56	-1		
205	286.906233896248	9.034121	0	368900.53	376759.78	352131.2	373248.34	368900.53	376759.78	352131.2	374730.06	21		
206	165.99100598128476	9.007133	0	372208.3	375520.53	368995.88	375782.72	372208.3	375520.53	368995.88	433552.2	-1		
207	243.88421106357168	9.061759	0	368793.84	351854.3	396064.75	358480.78	368793.84	351854.3	396064.75	352587.75	12		
208	346.2740088359664	9.076082	0	958720.6	661579.8	356290.4	2146765.2	958720.6	661579.8	356290.4	4741872.0	-1		
209	259.16935472555014	9.072822	0	416017.25	0.0	0.0	1213329.1	416017.25	0.0	0.0	3735735.2	14	209.0	Massbank:FFF00150 5-beta-Androstane-3-alpha,17-beta-diol|Etiocholane-3-alpha,17-beta-diol
210	301.2161625555085	9.074335	0	933935.25	527679.6	275952.38	2723381.0	933935.25	527679.6	275952.38	7948521.0	14		
211	323.1980764391771	9.074335	0	1617250.4	919101.2	497498.28	4797233.5	1617250.4	919101.2	497498.28	13382950.0	-1		
212	364.22461599763335	9.073162	0	0.0	0.0	0.0	375013.94	0.0	0.0	0.0	1068640.5	-1		
213	237.22128994655563	9.12858	0	2140556.8	2116562.0	2201119.5	1849652.5	2140556.8	2116562.0	2201119.5	1946717.6	7		
214	257.2665139259781	9.142962	0	0.0	3248164.0	0.0	0.0	0.0	3248164.0	0.0	0.0	7		
215	237.22128760238715	9.160585	0	2248081.5	2159929.0	2411619.5	1916085.5	2248081.5	2159929.0	2411619.5	1926206.9	7		
216	286.9062143342866	9.240797	0	400136.22	364717.56	358276.5	365477.72	400136.22	364717.56	358276.5	362436.9	21		
217	243.884218763218	9.264961	0	323998.16	432183.84	346121.53	342406.72	323998.16	432183.84	346121.53	361891.3	12		
218	247.2421546021688	9.299149	0	0.0	997694.2	0.0	0.0	0.0	997694.2	0.0	0.0	7	218.0	MoNA:2479447 O-Galactosylsphingosine
219	563.5515134751643	9.299149	0	0.0	1168880.8	0.0	0.0	0.0	1168880.8	0.0	0.0	7	219.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14
220	282.2792363709964	9.302164	0	3737424.2	161543730.0	7620732.0	383479.75	3737424.2	161543730.0	7620732.0	2918270.2	7	220.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14
221	283.282233866216	9.305168	0	771382.06	32264508.0	1569680.5	0.0	771382.06	32264508.0	1569680.5	581125.56	7	221.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14
222	283.28244452170327	9.324699	0	743141.9	1945715.6	1537513.2	0.0	743141.9	1945715.6	1537513.2	581125.56	7		
223	251.2369570720321	9.392737	0	853133.6	968792.3	898953.3	833819.0	853133.6	968792.3	898953.3	807114.5	7		
224	282.27919996143504	9.398496	0	0.0	10056113.0	376645.9	0.0	0.0	10056113.0	376645.9	915926.7	7	224.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14
225	621.270911895256	9.428592	0	0.0	0.0	0.0	348026.25	0.0	0.0	0.0	578963.8	-1		
226	270.2791595093957	9.434148	0	0.0	2467156.8	0.0	0.0	0.0	2467156.8	0.0	0.0	7		
227	270.27914921599773	9.576888	0	0.0	500410.56	0.0	0.0	0.0	500410.56	0.0	0.0	-1		
228	408.3084340165635	9.603474	0	0.0	614140.8	0.0	0.0	0.0	614140.8	0.0	0.0	-1		
229	431.3843676282563	9.603474	0	0.0	618960.6	0.0	0.0	0.0	618960.6	0.0	0.0	-1		
230	301.2161489935784	9.604774	0	0.0	0.0	0.0	432736.56	0.0	0.0	0.0	1759479.0	3		
231	371.10128610494354	9.671435	0	1167408.8	1298680.5	1182058.4	1460421.9	1167408.8	1298680.5	1182058.4	2029920.4	2	231.0	CAMPTOTHECIN
232	554.1766375738058	9.671435	0	2335938.2	2049674.2	2057141.9	2392677.2	2335938.2	2049674.2	2057141.9	4062317.0	2	232.0	Contaminant vial septum ThermoFisher C5000-44B
233	559.1316645062425	9.671435	0	3486017.8	3091911.0	2913778.8	3634272.5	3486017.8	3091911.0	2913778.8	5526293.5	-1		
234	582.2075388288536	9.671435	0	1578510.9	1846890.9	1997497.5	1410158.4	1578510.9	1846890.9	1997497.5	1839954.5	-1		
235	296.2947717973491	9.714275	0	0.0	475831.5	0.0	0.0	0.0	475831.5	0.0	0.0	7	235.0	Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol
236	395.22026933439975	9.878297	0	597772.4	753534.75	654689.44	602559.75	597772.4	753534.75	654689.44	554773.9	-1		
237	488.3736477127676	9.930117	0	712380.75	762320.06	885157.25	586172.94	712380.75	762320.06	885157.25	773640.5	-1		
238	285.29807844588123	9.984456	0	0.0	921433.56	0.0	0.0	0.0	921433.56	0.0	0.0	21		
239	310.31034010039764	10.050772	0	0.0	2643124.5	436628.6	0.0	0.0	2643124.5	436628.6	0.0	7	239.0	Spectral Match to Monopalmitolein (9c) from NIST14
240	503.3885659097904	10.158124	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	681661.6	-1		
241	161.9696254394967	10.172084	0	689412.2	647465.94	598560.5	612616.3	689412.2	647465.94	598560.5	674291.1	-1		
242	143.95902208606938	10.159678	0	923379.06	911007.44	816393.44	834681.06	923379.06	911007.44	816393.44	893848.6	8		
243	451.32075662120224	10.204521	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	648309.44	-1		
244	425.3050292380088	10.21615	0	1283420.4	1208338.5	1134591.8	1264048.4	1283420.4	1208338.5	1134591.8	1320130.5	-1		
245	607.290678766492	10.289669	0	886636.9	598034.7	418696.9	1628160.1	886636.9	598034.7	418696.9	2549638.0	-1		
246	162.90703679810997	10.287704	0	347347.2	391910.34	328795.47	402260.06	347347.2	391910.34	328795.47	343244.72	-1		
247	184.8891064981601	10.2805605	0	419988.12	405449.3	393553.03	389348.6	419988.12	405449.3	393553.03	371225.4	8	247.0	DL-NORMETANEPHRINE - 50.0 eV
248	633.1504051921551	10.333502	0	3161544.2	3284720.2	3118212.8	3415235.5	3161544.2	3284720.2	3118212.8	4141370.0	-1		
249	628.1954567218042	10.333502	0	3698157.2	3092585.2	3516947.0	4186758.0	3698157.2	3092585.2	3516947.0	6290646.5	2	249.0	Contaminant vial septum ThermoFisher C5000-44B
250	451.32076820081824	10.416384	0	0.0	0.0	0.0	437869.84	0.0	0.0	0.0	1995657.6	-1		
251	336.1228750551714	10.434226	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	380679.62	-1		
252	184.8890902221493	10.402669	0	404430.3	386889.1	388542.34	386728.5	404430.3	386889.1	388542.34	368958.28	8	252.0	Asperlactone
253	393.2974074020036	10.52286	0	2514637.5	2196058.5	1890064.0	2740547.8	2514637.5	2196058.5	1890064.0	3185793.5	-1		
254	856.5243930669135	10.6544285	0	0.0	0.0	0.0	447186.62	0.0	0.0	0.0	755307.0	15		
255	504.3603297757974	10.690182	0	604485.0	822814.44	725364.44	529195.6	604485.0	822814.44	725364.44	719772.1	-1		
256	158.96414047423036	10.711324	0	355843.1	380472.88	399143.44	322929.78	355843.1	380472.88	399143.44	315279.03	11		
257	326.87665271124945	10.743037	0	381311.97	399188.84	384509.97	362261.75	381311.97	399188.84	384509.97	309709.2	-1		
258	338.34164199555465	10.70248	0	1204106.9	10130953.0	1543902.4	805522.06	1204106.9	10130953.0	1543902.4	577526.2	7	258.0	3-hydroxylauroyl valine [M+Na]+
259	856.5244138425331	10.714256	0	0.0	0.0	0.0	452071.9	0.0	0.0	0.0	724338.25	15		
260	861.4797462268622	10.714256	0	0.0	0.0	0.0	300615.62	0.0	0.0	0.0	424584.1	-1		
261	954.6155625966732	10.793334	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	824108.25	15		
262	959.5705334822264	10.793334	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	903184.06	-1		
263	158.96414657882474	10.84339	0	356864.22	390273.94	367794.53	346437.0	356864.22	390273.94	367794.53	0.0	11		
264	326.8766672836206	10.887059	0	405822.38	427140.2	391700.75	394796.22	405822.38	427140.2	391700.75	338438.8	-1		
265	702.2143911057831	10.852856	0	1988310.5	1910728.1	1588148.8	1742351.1	1988310.5	1910728.1	1588148.8	3464109.5	2	265.0	Contaminant vial septum ThermoFisher C5000-44B
266	707.16936230403	10.852856	0	1879109.1	1897790.1	1656680.8	1556263.2	1879109.1	1897790.1	1656680.8	2133281.5	-1		
267	326.87667383054657	10.991156	0	397149.5	433283.72	385568.56	387448.06	397149.5	433283.72	385568.56	368490.9	-1		
268	633.5432167472297	11.028494	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	415399.38	-1		
269	504.5141786583077	11.066662	0	0.0	0.0	1869779.5	0.0	0.0	0.0	1869779.5	0.0	16		
270	433.3102576173171	11.121265	0	0.0	0.0	0.0	593834.9	0.0	0.0	0.0	2116370.2	-1		
271	455.29216332149423	11.121265	0	0.0	0.0	0.0	443345.0	0.0	0.0	0.0	1274888.4	-1		
272	792.5626092937415	11.174929	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	609425.1	15		
273	684.2034954040693	11.20585	0	686125.9	746545.75	698177.0	1547987.1	686125.9	746545.75	698177.0	803115.44	2	273.0	7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-6-methoxychromen-2-one
274	504.5141618138197	11.257736	0	0.0	0.0	2060713.0	0.0	0.0	0.0	2060713.0	0.0	16		
275	519.3836965577946	11.284364	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	687517.56	-1		
276	781.1883319666208	11.310134	0	1100859.2	989860.75	977494.56	1107015.2	1100859.2	989860.75	977494.56	1133306.2	-1		
277	776.2332702852473	11.311631	0	1175053.2	1059289.1	1006307.44	1212755.5	1175053.2	1059289.1	1006307.44	2021447.1	2	277.0	Contaminant vial septum ThermoFisher C5000-44B
278	804.2640567081228	11.310481	0	477600.72	567866.56	519937.25	396383.56	477600.72	567866.56	519937.25	515454.4	-1		
279	519.383678982872	11.432429	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	976792.7	-1		
280	787.6004711395706	11.442819	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406966.34	-1		
281	435.3259143139717	11.4909	0	0.0	0.0	0.0	851507.1	0.0	0.0	0.0	2265094.0	-1		
282	408.3023767133617	11.519475	0	1108089.4	1011412.44	1219005.1	947693.1	1108089.4	1011412.44	1219005.1	814548.2	-1		
283	531.4082559657811	11.575304	0	3077441.2	3169518.5	2873572.0	3182755.8	3077441.2	3169518.5	2873572.0	3254737.2	17	283.0	Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14
284	553.3901905686113	11.575304	0	5367679.0	5176112.0	4808328.5	5422655.0	5367679.0	5176112.0	4808328.5	5450663.5	-1		
285	576.465907012594	11.57645	0	1484607.8	1903268.5	1715100.1	1307127.9	1484607.8	1903268.5	1715100.1	1261628.8	17		
286	850.251932986838	11.810353	0	668704.75	600961.75	538113.8	671518.06	668704.75	600961.75	538113.8	1098291.8	2	286.0	(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid
287	855.2069186775665	11.80944	0	593075.06	508442.3	572801.0	626635.2	593075.06	508442.3	572801.0	714899.44	-1		
288	541.1200577142537	11.897576	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	791570.44	-1		
289	564.1969850638919	11.897576	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	857008.75	-1		
290	536.1660976486994	11.898218	0	2403782.2	2612957.2	2948170.2	2339722.5	2403782.2	2612957.2	2948170.2	21725734.0	-1	290.0	Contaminants septum vial Thermo C4000-53 and C4000-54 serie
