formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C26H33NO6	[M + H3N + H]+	C26H37N2O6+	Amino acids and Peptides	0.516	Cyclic polyketides	0.423	3-Spirotetramic acids	0.177	Lipids and lipid-like molecules	0.583							Lipids and lipid-like molecules	0.583	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	473.265	106	1.773	847477481882260302	847477234124707828	847477234124707827	401	
1	C19H41O7	[M - H2O + H]+	C19H40O6+	Fatty acids	0.986	Fatty Acids and Conjugates	0.857	Dicarboxylic acids	0.646	Lipids and lipid-like molecules	0.980	Fatty Acyls	0.977	Fatty acids and conjugates	0.602	Branched fatty acids	0.560	Branched fatty acids	0.560	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Hydroxy fatty acids; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	364.282	108	1.794	847477467747454798	847477234363783176	847477234359588871	406	
1	C14H33NO2P	[M + H]+	C14H34NO2P+	Fatty acids	0.456	Fatty amides	0.191	Primary amides	0.077	Organic nitrogen compounds	0.950	Organonitrogen compounds	0.886					Organonitrogen compounds	0.886	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	279.232	109	1.813	847477463569927277	847477234498000916	847477234498000915	409	
1	C17H37O7	[M - H2O + H]+	C17H36O6+	Fatty acids	1.000	Fatty Acids and Conjugates	0.980	Hydroxy fatty acids	0.953	Lipids and lipid-like molecules	0.992	Fatty Acyls	0.989	Fatty acids and conjugates	0.943	Long-chain fatty acids	0.746	Long-chain fatty acids	0.746	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	336.251	109	1.821	847477468473069586	847477234456057872	847477234451863567	408	
1	C18H30O4	[M - H2O + H]+	C18H29O3+	Terpenoids	0.306	Aromatic polyketides	0.363	Bisabolane sesquiterpenoids	0.367	Benzenoids	0.969	Benzene and substituted derivatives	0.943	Benzoic acids and derivatives	0.720	Benzoic acids	0.584	Benzoic acids	0.584	Organic compounds; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	293.211	110	1.830	847477468238188506	847477234544138264	847477234544138263	410	
1	C28H60N2O3	[M - H2O + H]+	C28H59N2O2+	Fatty acids	1.000	Fatty amides	0.968	N-acyl amines	0.689	Lipids and lipid-like molecules	0.982	Fatty Acyls	0.978	Fatty amides	0.971	N-acyl amines	0.955	N-acyl amines	0.955	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	455.457	110	1.835	847477480804323584	847477234636412960	847477234636412959	412	
1	C19H35NO3	[M + Na]+	C19H35NNaO3+	Fatty acids	0.553	Fatty amides	0.325	Aminoacids	0.240	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.962	Amino acids and derivatives	0.962	Alpha amino acids	0.704	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	348.251	110	1.840	847477463779642536	847477234682550308	847477234678356003	413	
1	C21H39NO3	[M + H3N + H]+	C21H43N2O3+	Fatty acids	0.996	Fatty amides	0.985	N-acyl amines	0.863	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.952	Amino acids and derivatives	0.951	N-acyl-alpha amino acids	0.751	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	371.327	111	1.851	847477468154302406	847477234728687656	847477234728687655	414	
1	C20H34O2	[M + H3N + H]+	C20H38NO2+	Fatty acids	1.000	Fatty Acids and Conjugates	0.980	Unsaturated fatty acids	0.990	Lipids and lipid-like molecules	0.991	Fatty Acyls	0.987	Lineolic acids and derivatives	0.563			Lineolic acids and derivatives	0.563	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	324.290	113	1.876	847477463699950730	847477234825156656	847477234820962351	416	
1	C22H43N3O2	[M + H]+	C22H44N3O2+	Fatty acids	0.241	Fatty amides	0.077	N-acyl ethanolamines (endocannabinoids)	0.049	Lipids and lipid-like molecules	0.618							Lipids and lipid-like molecules	0.618	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	382.343	113	1.884	847477462819146678	847477234871294004	847477234867099699	417	
1	C22H41NO2	[M + H3N + H]+	C22H45N2O2+	Fatty acids	1.000	Fatty amides	0.999	N-acyl ethanolamines (endocannabinoids)	0.993	Lipids and lipid-like molecules	0.972	Fatty Acyls	0.975	Fatty amides	0.962	N-acyl amines	0.941	N-acyl amines	0.941	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acylethanolamines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	369.348	113	1.889	847477462395521888	847477234917431352	847477234917431351	418	
1	C20H43NO	[M - H2O + H]+	C20H42N+	Fatty acids	1.000	Spingolipids	0.877	Sphingoid bases	0.978	Organic nitrogen compounds	0.999	Organonitrogen compounds	0.996	Amines	0.745	Alkanolamines	0.730	1,2-aminoalcohols	0.608	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	296.331	114	1.892	847477460839434943	847477234963568700	847477234963568699	419	
1	C19H34O2	[M + H3N + H]+	C19H38NO2+	Fatty acids	1.000	Fatty Acids and Conjugates	0.973	Unsaturated fatty acids	0.981	Lipids and lipid-like molecules	0.989	Fatty Acyls	0.987	Lineolic acids and derivatives	0.551			Lineolic acids and derivatives	0.551	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	312.290	114	1.894	847477464261987594	847477235013900352	847477235009706047	420	
1	C18H28O	[M + H]+	C18H29O+	Fatty acids	0.917	Fatty acyls	0.879	Fatty aldehydes	0.621	Lipids and lipid-like molecules	0.736	Fatty Acyls	0.394	Fatty aldehydes	0.641			Fatty aldehydes	0.641	Organic compounds; Lipids and lipid-like molecules; Aldehydes; Fatty aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	261.221	115	1.923	847477463783836863	847477235060037700	847477235055843395	421	
1	C9H12O2	[M + H]+	C9H13O2+	Fatty acids	0.946	Fatty acyls	0.679	Fatty aldehydes	0.862	Organic oxygen compounds	0.999	Organooxygen compounds	0.996	Carbonyl compounds	0.845			Carbonyl compounds	0.845	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	153.091	116	1.928	847477465109237207	847477235240392788	847477235240392787	425	
1	C9H12ClO2	[M + H3N + H]+	C9H16ClNO2+	Terpenoids	0.263	Sesquiterpenoids	0.144	Bisabolane sesquiterpenoids	0.083	Benzenoids	0.847	Benzene and substituted derivatives	0.815	Halobenzenes	0.784	Chlorobenzenes	0.786	Chlorobenzenes	0.786	Organic compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	205.086	116	1.930	847477462886255583	847477235559159920	847477235559159919	432	
1	C9H12O2	[M + H3N + H]+	C9H16NO2+	Fatty acids	0.984	Fatty Acids and Conjugates	0.651	Unsaturated fatty acids	0.793	Organic acids and derivatives	0.529	Carboxylic acids and derivatives	0.552	Monocarboxylic acids and derivatives	0.650			Monocarboxylic acids and derivatives	0.650	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	170.118	116	1.931	847477467256721142	847477235148118092	847477235148118091	423	
1	C16H22O4	[M + Na]+	C16H22NaO4+	Terpenoids	0.489	Cyclic polyketides	0.377	Bisabolane sesquiterpenoids	0.308	Organic acids and derivatives	0.735	Carboxylic acids and derivatives	0.602					Carboxylic acids and derivatives	0.602	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	301.141	116	1.933	847477468456292354	847477235286530136	847477235286530135	426	
1	C17H37O8	[M - H2O + H]+	C17H36O7+	Fatty acids	0.909	Fatty esters	0.256	Dicarboxylic acids	0.792	Lipids and lipid-like molecules	0.824	Fatty Acyls	0.793	Fatty acid esters	0.721			Fatty acid esters	0.721	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	352.246	116	1.933	847477467705511693	847477235332667484	847477235328473179	427	
1	C9H12O2	[M - H2O + H]+	C9H11O+	Terpenoids	0.737	Monoterpenoids	0.710	Fatty aldehydes	0.401	Organic oxygen compounds	0.998	Organooxygen compounds	0.997	Carbonyl compounds	0.694			Carbonyl compounds	0.694	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	135.081	116	1.933	847477462202583863	847477235101980744	847477235097786439	422	
1	C18H26O4	[M + H3N + H]+	C18H30NO4+	Terpenoids	0.796	Sesquiterpenoids	0.690	Caryolane sesquiterpenoids	0.124	Organic acids and derivatives	0.888	Carboxylic acids and derivatives	0.823	Carboxylic acid derivatives	0.765	Carboxylic acid esters	0.700	Carboxylic acid esters	0.700	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	324.217	116	1.934	847477481320223243	847477235378804832	847477235374610527	428	
1	C20H39NO4	[M + H3N + H]+	C20H43N2O4+	Fatty acids	0.976	Fatty Acids and Conjugates	0.428	Nitro fatty acids	0.352	Lipids and lipid-like molecules	0.839	Fatty Acyls	0.856	Fatty acids and conjugates	0.604			Fatty acids and conjugates	0.604	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	375.322	116	1.935	847477460835240614	847477235466885224	847477235466885223	430	
1	C20H41N3O4	[M + H]+	C20H42N3O4+	Fatty acids	0.723	Fatty amides	0.553	N-acyl amines	0.453	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.983	Amino acids, peptides, and analogues	0.834	Amino acids and derivatives	0.818	N-acyl-alpha amino acids and derivatives	0.601	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	388.317	116	1.935	847477464375233826	847477235517216876	847477235513022571	431	
1	C19H41N3O5	[M - H2O + H]+	C19H40N3O4+	Amino acids and Peptides	0.735	Small peptides	0.424	N-acyl amines	0.230	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.989	Amino acids, peptides, and analogues	0.882	Amino acids and derivatives	0.867	N-acyl-alpha amino acids and derivatives	0.748	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	374.301	116	1.935	847477469056077950	847477235420747876	847477235420747875	429	
1	C9H14O2	[M + H3N + H]+	C9H18NO2+	Fatty acids	0.985	Fatty Acids and Conjugates	0.663	Unsaturated fatty acids	0.767	Organic acids and derivatives	0.688	Carboxylic acids and derivatives	0.738	Carboxylic acids	0.610			Carboxylic acids	0.610	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	172.133	117	1.952	847477464450731323	847477235194255440	847477235194255439	424	
1	C18H28O	[M + H3N + H]+	C18H32NO+	Terpenoids	0.875	Diterpenoids	0.574	Farnesane sesquiterpenoids	0.079	Lipids and lipid-like molecules	0.856	Prenol lipids	0.664					Prenol lipids	0.664	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	278.248	117	1.952	847477466845679309	847477235605297268	847477235605297267	433	
1	C18H28O2	[M + H]+	C18H29O2+	Fatty acids	0.992	Fatty acyls	0.405	Unsaturated fatty acids	0.139	Lipids and lipid-like molecules	0.803	Fatty Acyls	0.779					Fatty Acyls	0.779	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Alpha,beta-unsaturated carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	277.217	118	1.971	847477467709706019	847477235739515008	847477235739515007	436	
1	C13H29N2O4	[M + H3N + H]+	C13H33N3O4+	Fatty acids	0.885	Fatty amides	0.455	Primary amides	0.124	Lipids and lipid-like molecules	0.754	Fatty Acyls	0.758	Fatty acids and conjugates	0.618			Fatty acids and conjugates	0.618	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	295.246	118	1.971	847477465599970811	847477235693377660	847477235693377659	435	
1	C11H27N5O2	[M + H3N + H]+	C11H31N6O2+	Alkaloids	0.315	Small peptides	0.216	Aminoacids	0.073	Organic acids and derivatives	0.450	Carboxylic acids and derivatives	0.502					Carboxylic acids and derivatives	0.502	Organic compounds; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	279.251	118	1.973	847477467718094663	847477235647240312	847477235647240311	434	
1	C18H28O	[M - H2O + H]+	C18H27+	Fatty acids	0.946	Fatty acyls	0.776	Unsaturated fatty acids	0.392	Lipids and lipid-like molecules	0.858	Fatty Acyls	0.530					Fatty Acyls	0.530	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	243.211	118	1.975	847477465578999278	847477235877927052	847477235877927051	439	
1	C18H28O2	[M + H3N + H]+	C18H32NO2+	Fatty acids	0.978	Octadecanoids	0.355	Other Octadecanoids	0.214	Lipids and lipid-like molecules	0.874	Fatty Acyls	0.837	Fatty acids and conjugates	0.705	Long-chain fatty acids	0.708	Long-chain fatty acids	0.708	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Enones; Carbonyl compounds; Long-chain fatty acids; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	294.243	119	1.977	847477481399915123	847477235785652356	847477235785652355	437	
1	C36H59NO2	[M + H3N + H]+	C36H63N2O2+	Fatty acids	0.998	Fatty amides	0.944	N-acyl ethanolamines (endocannabinoids)	0.526	Lipids and lipid-like molecules	0.966	Fatty Acyls	0.819	Fatty amides	0.840	N-acyl amines	0.791	N-acyl amines	0.791	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	555.489	119	1.982	847477464668835184	847477235835984008	847477235831789703	438	
1	C20H39NO4	[M + H3N + H]+	C20H43N2O4+	Fatty acids	1.000	Spingolipids	0.869	Sphingoid bases	0.942	Lipids and lipid-like molecules	0.826	Fatty Acyls	0.838					Fatty Acyls	0.838	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; Carbonyl compounds; Amines; Primary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	375.322	121	2.009	847477465990041122	847477235970201748	847477235970201747	441	
1	C9H14O2	[M + H3N + H]+	C9H18NO2+	Fatty acids	0.986	Fatty Acids and Conjugates	0.694	Unsaturated fatty acids	0.802	Organic acids and derivatives	0.733	Carboxylic acids and derivatives	0.773	Carboxylic acids	0.637			Carboxylic acids	0.637	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	172.133	121	2.011	847477462856895449	847477235928258704	847477235924064399	440	
1	C17H28O	[M + H3N + H]+	C17H32NO+	Terpenoids	0.928	Sesquiterpenoids	0.635	Caryophyllane sesquiterpenoids	0.112	Lipids and lipid-like molecules	0.854	Prenol lipids	0.708					Prenol lipids	0.708	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Primary alcohols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	266.248	121	2.020	847477464060660976	847477236012144792	847477236012144791	442	
1	C17H37O8	[M - H2O + H]+	C17H36O7+	Fatty acids	0.933	Fatty Acids and Conjugates	0.338	Dicarboxylic acids	0.873	Lipids and lipid-like molecules	0.829	Fatty Acyls	0.781	Fatty acid esters	0.650			Fatty acid esters	0.650	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	352.246	122	2.032	847477481160839526	847477236192499880	847477236192499879	446	
1	C9H14O3	[M + H3N + H]+	C9H18NO3+	Fatty acids	0.963	Fatty Acids and Conjugates	0.564	Oxo fatty acids	0.697	Lipids and lipid-like molecules	0.590	Fatty Acyls	0.553					Fatty Acyls	0.553	Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	188.128	122	2.034	847477462034811689	847477236062476444	847477236058282139	443	
1	C18H31NO	[M + Na]+	C18H31NNaO+	Fatty acids	1.000	Fatty amides	0.999	Primary amides	0.999	Lipids and lipid-like molecules	0.881	Fatty Acyls	0.888	Fatty amides	0.869			Fatty amides	0.869	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	300.230	122	2.036	847477464018717921	847477236284774576	847477236284774575	448	
1	C15H24O5	[M - H2O + H]+	C15H23O4+	Terpenoids	0.924	Sesquiterpenoids	0.614	Arteminisin	0.479	Lipids and lipid-like molecules	0.686							Lipids and lipid-like molecules	0.686	Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	267.159	122	2.039	847477481097924935	847477236150556836	847477236150556835	445	
1	C9H14O2	[M + H]+	C9H15O2+	Fatty acids	0.677	Monoterpenoids	0.329	Unsaturated fatty acids	0.412	Organic acids and derivatives	0.549	Carboxylic acids and derivatives	0.587	Monocarboxylic acids and derivatives	0.620			Monocarboxylic acids and derivatives	0.620	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	155.107	122	2.040	847477463779642523	847477236100225184	847477236100225183	444	
1	C34H59NO2	[M + H3N + H]+	C34H63N2O2+	Fatty acids	0.999	Fatty amides	0.914	N-acyl ethanolamines (endocannabinoids)	0.472	Lipids and lipid-like molecules	0.893	Fatty Acyls	0.770	Fatty amides	0.745	N-acyl amines	0.606	N-acyl amines	0.606	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	531.489	123	2.048	847477463670590593	847477236242831532	847477236242831531	447	
